age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,montant_augmentation_precedente,inertie_poste,revenu_par_niveau,satisfaction_globale,satisfaction_min,satisfaction_max,performance,hs_et_salaire_bas,jeune_faible_anciennete,serial-worker,poste_x_niveau,formations_par_an,part_sans_promotion
36,M,5079,Divorcé(e),Commercial,Cadre Commercial,4,12,7,7,2,3,8,4,Entrepreunariat,Aucun,0,7,1,3,2,4,4,3,3,Non,13.0,584,1.0,2539.49,3.0,1,4,0,0,0,0,Cadre Commercial | N2,0.375,0.0
31,M,2321,Célibataire,Consulting,Assistant de Direction,0,4,3,2,0,0,9,2,Transformation Digitale,Aucun,1,2,3,2,1,1,1,3,4,Oui,22.0,419,0.667,2320.98,2.0,1,3,2,1,0,0,Assistant de Direction | N1,0.0,0.333
33,M,17444,Célibataire,Commercial,Senior Manager,1,10,10,8,0,2,17,3,Infra & Cloud,Aucun,6,0,4,3,4,3,4,3,3,Non,11.0,1729,0.8,4360.99,3.5,3,4,0,0,0,0,Senior Manager | N4,0.182,0.6
29,F,2404,Célibataire,Consulting,Assistant de Direction,6,3,0,0,0,5,10,3,Infra & Cloud,Occasionnel,0,0,4,2,1,1,3,3,4,Oui,20.0,401,0.0,2403.98,2.75,1,4,2,1,1,1,Assistant de Direction | N1,5.0,0.0
33,F,3452,Célibataire,Consulting,Assistant de Direction,3,5,3,2,0,4,13,1,Infra & Cloud,Occasionnel,0,2,2,3,1,4,1,3,3,Non,18.0,527,0.667,3451.97,2.5,1,4,0,0,0,0,Assistant de Direction | N1,1.0,0.0
45,F,2270,Divorcé(e),Consulting,Consultant,3,8,5,3,2,2,1,4,Transformation Digitale,Occasionnel,0,2,4,3,1,4,4,3,3,Non,14.000000000000002,279,0.6,2269.98,3.75,3,4,0,0,0,0,Consultant | N1,0.333,0.0
50,M,17399,Divorcé(e),Consulting,Directeur Technique,9,32,5,4,1,1,1,2,Transformation Digitale,Occasionnel,1,3,4,3,4,4,3,2,4,Non,22.0,3138,0.8,4349.74,3.25,2,4,1,0,0,1,Directeur Technique | N4,0.167,0.2
33,F,5488,Marié(e),Consulting,Manager,1,6,6,5,1,2,1,4,Autre,Frequent,1,2,3,4,2,2,1,3,3,Oui,13.0,631,0.833,2743.99,2.25,1,3,-1,0,0,0,Manager | N2,0.286,0.167
41,M,19419,Divorcé(e),Consulting,Directeur Technique,2,21,18,16,1,2,9,3,Transformation Digitale,Frequent,0,11,1,3,5,3,2,4,3,Non,17.0,2822,0.889,3883.79,2.5,1,4,0,0,0,0,Directeur Technique | N5,0.105,0.0
27,F,2811,Marié(e),Consulting,Consultant,9,4,2,2,1,2,16,4,Entrepreunariat,Occasionnel,2,2,3,3,1,2,2,3,3,Non,14.000000000000002,345,1.0,2810.97,2.5,2,3,0,0,1,1,Consultant | N1,0.667,1.0
45,M,3633,Marié(e),Consulting,Consultant,1,9,9,8,1,2,23,2,Infra & Cloud,Aucun,0,8,4,3,2,1,3,3,3,Oui,15.0,474,0.889,1816.49,2.75,1,4,0,1,0,0,Consultant | N2,0.2,0.0
47,F,4163,Célibataire,Commercial,Cadre Commercial,1,9,9,0,0,0,4,2,Infra & Cloud,Occasionnel,0,7,4,3,2,4,3,3,3,Oui,17.0,605,0.0,2081.49,3.5,3,4,0,1,0,0,Cadre Commercial | N2,0.0,0.0
30,F,2132,Marié(e),Consulting,Assistant de Direction,4,7,5,2,0,2,22,3,Infra & Cloud,Occasionnel,0,1,1,3,1,3,2,3,3,Oui,11.0,211,0.4,2131.98,2.25,1,3,0,1,0,0,Assistant de Direction | N1,0.333,0.0
50,M,13973,Marié(e),Consulting,Tech Lead,3,22,12,11,1,2,24,3,Infra & Cloud,Occasionnel,1,5,4,3,4,3,4,3,3,Oui,18.0,2131,0.917,3493.24,3.5,3,4,0,0,0,0,Tech Lead | N4,0.154,0.083
38,M,2684,Marié(e),Consulting,Assistant de Direction,0,3,2,1,1,0,10,1,Transformation Digitale,Frequent,0,2,3,3,1,3,2,2,3,Non,17.0,390,0.5,2683.97,2.5,2,3,0,0,0,0,Assistant de Direction | N1,0.0,0.0
46,M,10845,Divorcé(e),Consulting,Tech Lead,6,13,8,7,1,3,7,2,Transformation Digitale,Occasionnel,0,7,4,3,3,3,2,3,3,Non,13.0,1248,0.875,3614.99,3.0,2,4,0,0,0,1,Tech Lead | N3,0.333,0.0
24,F,4377,Divorcé(e),Consulting,Tech Lead,1,5,4,2,2,6,17,1,Transformation Digitale,Occasionnel,3,2,4,2,2,3,2,3,3,Non,15.0,571,0.5,2188.49,3.0,2,4,1,0,0,0,Tech Lead | N2,1.2,0.75
35,M,3743,Divorcé(e),Consulting,Consultant,1,5,4,2,1,2,14,4,Autre,Occasionnel,0,2,3,2,1,2,4,1,4,Oui,24.0,724,0.5,3742.96,2.5,1,4,2,1,0,0,Consultant | N1,0.4,0.0
31,F,4148,Marié(e),Consulting,Tech Lead,1,4,4,3,1,1,1,1,Infra & Cloud,Frequent,0,3,3,3,2,1,3,3,3,Non,12.0,444,0.75,2073.99,2.5,1,3,0,0,0,0,Tech Lead | N2,0.2,0.0
18,M,1051,Célibataire,Consulting,Assistant de Direction,1,0,0,0,0,2,5,2,Infra & Cloud,Aucun,0,0,2,3,1,4,4,3,3,Non,15.0,137,0.0,1050.99,3.25,2,4,0,0,1,0,Assistant de Direction | N1,2.0,0.0
54,F,10739,Marié(e),Consulting,Tech Lead,8,22,10,7,1,2,17,3,Entrepreunariat,Occasionnel,0,8,3,3,3,3,3,3,3,Non,11.0,1064,0.7,3579.65,3.0,3,3,0,0,0,1,Tech Lead | N3,0.182,0.0
35,F,10388,Divorcé(e),Consulting,Manager,1,16,16,10,1,3,25,4,Transformation Digitale,Occasionnel,10,1,3,3,3,3,3,2,3,Oui,11.0,1029,0.625,3462.66,2.75,2,3,0,0,0,0,Manager | N3,0.176,0.625
30,F,11416,Marié(e),Consulting,Directeur Technique,0,9,8,7,3,4,8,2,Infra & Cloud,Occasionnel,1,7,2,4,3,1,3,2,3,Oui,12.0,1223,0.875,3805.32,2.0,1,3,-1,0,0,0,Directeur Technique | N3,0.444,0.125
20,F,2600,Célibataire,Consulting,Assistant de Direction,1,1,1,0,0,2,11,3,Transformation Digitale,Occasionnel,0,0,4,2,1,1,1,3,3,Oui,15.0,339,0.0,2599.97,2.25,1,4,1,1,1,0,Assistant de Direction | N1,1.0,0.0
30,F,2422,Célibataire,Consulting,Consultant,0,4,3,2,0,3,5,3,Transformation Digitale,Frequent,1,2,2,3,1,2,1,3,3,Non,17.0,352,0.667,2421.98,2.0,1,3,0,0,0,0,Consultant | N1,0.75,0.333
26,M,5472,Marié(e),Consulting,Tech Lead,1,8,8,7,0,2,2,2,Transformation Digitale,Occasionnel,1,3,4,4,2,4,2,3,3,Non,12.0,586,0.875,2735.99,3.25,2,4,-1,0,0,0,Tech Lead | N2,0.222,0.125
22,M,2451,Marié(e),Consulting,Consultant,1,4,4,3,1,3,8,1,Infra & Cloud,Occasionnel,1,1,2,1,1,1,1,2,3,Non,15.0,320,0.75,2450.98,1.5,1,2,2,0,0,0,Consultant | N1,0.6,0.25
48,M,4240,Célibataire,Consulting,Manager,2,19,2,2,0,0,6,3,Infra & Cloud,Occasionnel,2,2,1,2,2,3,4,3,3,Non,13.0,488,1.0,2119.99,2.75,1,4,1,0,0,0,Manager | N2,0.0,1.0
48,M,10999,Célibataire,Consulting,Manager,7,27,15,11,0,3,4,4,Infra & Cloud,Occasionnel,4,8,3,2,3,3,2,3,3,Non,14.000000000000002,1351,0.733,3666.32,2.75,2,3,1,0,0,1,Manager | N3,0.188,0.267
41,F,5003,Célibataire,Consulting,Tech Lead,6,8,2,2,0,6,7,2,Transformation Digitale,Occasionnel,2,1,4,3,2,3,2,3,3,Non,14.000000000000002,614,1.0,2501.49,3.0,2,4,0,0,0,1,Tech Lead | N2,2.0,1.0
39,F,12742,Marié(e),Consulting,Tech Lead,1,21,21,6,1,3,1,1,Infra & Cloud,Occasionnel,11,8,4,2,4,4,3,3,3,Non,16.0,1758,0.286,3185.49,3.5,3,4,1,0,0,0,Tech Lead | N4,0.136,0.524
27,F,4227,Marié(e),Consulting,Tech Lead,0,4,3,2,1,2,2,4,Infra & Cloud,Occasionnel,2,2,1,3,2,4,2,3,3,Non,18.0,645,0.667,2113.49,2.5,1,4,0,0,0,0,Tech Lead | N2,0.5,0.667
35,M,3917,Divorcé(e),Consulting,Consultant,1,3,3,2,1,4,10,3,Autre,Occasionnel,1,2,2,3,1,4,1,2,4,Non,20.0,653,0.667,3916.96,2.25,1,4,1,0,0,0,Consultant | N1,1.0,0.333
42,M,18303,Marié(e),Commercial,Senior Manager,6,21,1,0,0,3,5,2,Marketing,Occasionnel,0,0,4,3,5,3,2,4,3,Non,13.0,2106,0.0,3660.59,3.25,2,4,0,0,0,1,Senior Manager | N5,1.5,0.0
50,M,2380,Marié(e),Consulting,Consultant,4,8,1,0,0,5,9,3,Infra & Cloud,Occasionnel,0,0,1,3,1,4,2,3,3,Non,18.0,363,0.0,2379.98,2.5,1,4,0,0,0,0,Consultant | N1,2.5,0.0
59,F,13726,Célibataire,Consulting,Tech Lead,3,30,5,3,0,4,2,3,Infra & Cloud,Occasionnel,4,3,3,2,4,4,1,3,3,Oui,13.0,1579,0.6,3431.49,2.75,1,4,1,0,0,0,Tech Lead | N4,0.667,0.8
37,F,4777,Marié(e),Consulting,Manager,5,15,1,0,0,2,11,2,Transformation Digitale,Occasionnel,0,0,1,1,2,2,1,1,3,Non,15.0,623,0.0,2388.49,1.25,1,2,2,0,0,1,Manager | N2,1.0,0.0
55,M,6385,Marié(e),Consulting,Manager,3,17,8,7,2,3,18,4,Transformation Digitale,Frequent,6,7,3,3,2,2,4,3,3,Oui,14.000000000000002,784,0.875,3192.48,3.0,2,4,0,0,0,0,Manager | N2,0.333,0.75
41,F,19973,Divorcé(e),Consulting,Directeur Technique,1,21,21,16,2,3,7,1,Infra & Cloud,Aucun,5,10,2,1,5,3,2,3,4,Non,22.0,3602,0.762,3994.59,2.5,2,3,3,0,0,0,Directeur Technique | N5,0.136,0.238
38,M,6861,Célibataire,Commercial,Cadre Commercial,8,19,1,0,0,1,3,4,Infra & Cloud,Occasionnel,0,0,2,3,2,4,3,3,3,Oui,12.0,735,0.0,3430.48,3.0,2,4,0,0,0,1,Cadre Commercial | N2,0.5,0.0
26,M,4969,Célibataire,Commercial,Cadre Commercial,8,7,2,2,0,6,29,2,Transformation Digitale,Aucun,2,2,2,1,2,1,4,3,3,Non,18.0,758,1.0,2484.49,2.5,1,4,2,0,1,1,Cadre Commercial | N2,2.0,1.0
52,F,19845,Marié(e),Commercial,Senior Manager,1,33,32,14,1,3,2,1,Marketing,Occasionnel,6,9,1,1,5,4,4,3,3,Non,15.0,2588,0.437,3968.99,3.0,1,4,2,0,0,0,Senior Manager | N5,0.091,0.187
44,F,13320,Marié(e),Commercial,Cadre Commercial,3,23,12,11,1,2,28,3,Transformation Digitale,Occasionnel,11,11,4,4,4,4,3,3,3,Oui,18.0,2032,0.917,3329.99,3.5,3,4,-1,0,0,0,Cadre Commercial | N4,0.154,0.917
50,F,6347,Marié(e),Commercial,Cadre Commercial,0,19,18,7,1,3,1,3,Infra & Cloud,Aucun,0,13,4,3,2,3,1,3,3,Non,12.0,680,0.389,3173.48,2.75,1,4,0,0,0,0,Cadre Commercial | N2,0.158,0.0
36,F,2743,Célibataire,Consulting,Consultant,1,18,17,13,0,1,16,4,Infra & Cloud,Occasionnel,15,14,3,4,1,1,3,3,3,Non,16.0,378,0.765,2742.97,2.5,1,3,-1,0,0,0,Consultant | N1,0.056,0.882
39,F,10880,Célibataire,Consulting,Tech Lead,1,21,21,6,0,2,22,3,Transformation Digitale,Frequent,2,8,4,3,3,1,3,3,3,Oui,13.0,1252,0.286,3626.65,2.75,1,4,0,0,0,0,Tech Lead | N3,0.091,0.095
33,F,2342,Célibataire,Commercial,Représentant Commercial,0,3,2,2,0,2,8,1,Infra & Cloud,Aucun,2,2,2,2,1,4,4,2,3,Non,19.0,374,1.0,2341.98,3.0,2,4,1,0,0,0,Représentant Commercial | N1,0.667,1.0
45,F,17650,Marié(e),Commercial,Senior Manager,3,26,9,3,1,4,11,2,Infra & Cloud,Occasionnel,1,1,4,3,4,4,2,4,3,Non,13.0,2031,0.333,4412.49,3.5,2,4,0,0,0,0,Senior Manager | N4,0.4,0.111
32,F,4025,Célibataire,Consulting,Consultant,9,10,8,7,0,2,29,4,Transformation Digitale,Aucun,7,7,4,3,1,3,2,3,3,Non,12.0,431,0.875,4024.96,3.0,2,4,0,0,0,1,Consultant | N1,0.222,0.875
34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,16,15,1,1,2,1,4,Marketing,Occasionnel,0,9,2,4,2,4,4,2,3,Non,11.0,964,0.067,4862.48,3.0,2,4,-1,0,0,0,Cadre Commercial | N2,0.125,0.0
59,M,11904,Marié(e),Commercial,Senior Manager,3,14,6,4,1,1,1,2,Entrepreunariat,Occasionnel,0,4,2,3,3,4,3,1,3,Oui,14.000000000000002,1462,0.667,3967.99,2.5,1,4,0,0,0,0,Senior Manager | N3,0.143,0.0
45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,6,3,0,3,24,4,Transformation Digitale,Occasionnel,0,4,2,3,1,2,1,3,3,Non,16.0,300,0.5,2176.98,2.0,1,3,0,0,0,0,Ressources Humaines | N1,0.429,0.0
53,F,7525,Marié(e),Commercial,Cadre Commercial,2,30,15,7,1,2,2,3,Marketing,Frequent,6,12,3,2,3,2,1,3,3,Non,12.0,806,0.467,2508.32,2.25,1,3,1,0,0,0,Cadre Commercial | N3,0.125,0.4
36,M,4834,Divorcé(e),Consulting,Consultant,7,9,1,0,1,3,15,3,Autre,Occasionnel,0,0,1,3,2,3,2,2,3,Non,14.000000000000002,594,0.0,2416.99,2.0,1,3,0,0,0,1,Consultant | N2,1.5,0.0
26,M,2042,Marié(e),Consulting,Assistant de Direction,6,6,3,2,1,2,2,3,Infra & Cloud,Frequent,1,2,1,3,1,1,2,3,3,Oui,14.000000000000002,251,0.667,2041.98,1.75,1,3,0,1,0,1,Assistant de Direction | N1,0.5,0.333
34,F,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,1,1,2,10,4,Infra & Cloud,Occasionnel,0,0,3,3,1,3,4,3,3,Oui,19.0,354,1.0,2219.98,3.25,3,4,0,1,0,0,Représentant Commercial | N1,1.0,0.0
28,M,1052,Marié(e),Commercial,Représentant Commercial,1,1,1,0,0,5,10,1,Transformation Digitale,Occasionnel,0,0,4,3,1,2,2,3,4,Non,22.0,190,0.0,1051.99,2.75,2,4,1,0,1,0,Représentant Commercial | N1,2.5,0.0
38,M,2821,Marié(e),Consulting,Assistant de Direction,3,8,2,2,1,2,3,4,Autre,Frequent,2,2,3,3,1,3,1,3,3,Non,16.0,389,1.0,2820.97,2.5,1,3,0,0,0,0,Assistant de Direction | N1,0.667,1.0
50,M,19237,Marié(e),Consulting,Directeur Technique,2,29,8,1,1,2,2,4,Transformation Digitale,Occasionnel,7,7,2,3,5,3,4,2,3,Oui,11.0,1906,0.125,3847.39,2.75,2,4,0,0,0,0,Directeur Technique | N5,0.222,0.875
37,F,4107,Célibataire,Consulting,Manager,3,8,4,3,0,3,3,3,Autre,Occasionnel,0,1,4,3,2,2,1,2,3,Non,15.0,536,0.75,2053.49,2.25,1,4,0,0,0,0,Manager | N2,0.6,0.0
40,M,8396,Marié(e),Commercial,Cadre Commercial,1,8,7,7,1,3,26,3,Marketing,Occasionnel,7,5,3,3,2,1,2,2,3,Non,14.000000000000002,1031,1.0,4197.98,2.0,1,3,0,0,0,0,Cadre Commercial | N2,0.375,1.0
26,F,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,2,5,1,1,Transformation Digitale,Frequent,1,3,1,2,1,3,3,3,3,Non,13.0,231,0.6,2006.98,2.5,1,3,1,0,0,0,Assistant de Direction | N1,0.833,0.2
46,M,19627,Divorcé(e),Consulting,Directeur Technique,9,23,2,2,2,0,1,4,Transformation Digitale,Occasionnel,2,2,4,3,5,4,4,3,3,Non,17.0,2852,1.0,3925.39,3.75,3,4,0,0,0,1,Directeur Technique | N5,0.0,1.0
54,F,10686,Marié(e),Commercial,Cadre Commercial,6,13,9,4,1,4,2,4,Infra & Cloud,Occasionnel,7,0,3,2,3,3,2,3,3,Non,11.0,1059,0.444,3561.99,2.75,2,3,1,0,0,1,Cadre Commercial | N3,0.4,0.778
56,F,2942,Marié(e),Consulting,Assistant de Direction,2,18,5,4,1,4,9,3,Transformation Digitale,Frequent,0,3,1,3,1,3,2,3,3,Non,19.0,470,0.8,2941.97,2.25,1,3,0,0,0,0,Assistant de Direction | N1,0.667,0.0
36,F,8858,Célibataire,Consulting,Tech Lead,0,15,14,8,0,2,12,5,Transformation Digitale,Occasionnel,7,8,4,2,3,4,2,2,3,Non,11.0,878,0.571,2952.66,3.0,2,4,1,0,0,0,Tech Lead | N3,0.133,0.5
55,M,16756,Célibataire,Consulting,Senior Manager,7,31,9,7,0,3,2,1,Transformation Digitale,Aucun,6,2,3,2,4,1,2,4,3,Non,15.0,2186,0.778,4188.99,2.5,1,4,1,0,0,1,Senior Manager | N4,0.3,0.667
43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,18,1,0,1,5,25,3,Transformation Digitale,Occasionnel,0,0,3,2,3,4,3,3,3,Non,13.0,1242,0.0,3599.32,3.25,3,4,1,0,0,1,Cadre Commercial | N3,2.5,0.0
20,F,2323,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,3,9,3,Marketing,Frequent,0,2,4,3,1,4,2,3,3,Oui,14.000000000000002,285,1.0,2322.98,3.25,2,4,0,1,1,0,Représentant Commercial | N1,1.0,0.0
21,F,1416,Célibataire,Consulting,Consultant,1,1,1,0,0,6,10,3,Infra & Cloud,Occasionnel,1,0,3,2,1,1,1,2,3,Non,13.0,163,0.0,1415.99,1.75,1,3,1,0,1,0,Consultant | N1,3.0,1.0
46,F,4615,Divorcé(e),Consulting,Assistant de Direction,8,19,16,13,3,2,8,4,Infra & Cloud,Occasionnel,1,7,4,2,2,1,1,3,4,Oui,23.0,863,0.812,2307.49,2.25,1,4,2,1,0,1,Assistant de Direction | N2,0.118,0.062
51,M,2461,Marié(e),Consulting,Assistant de Direction,9,18,10,0,3,2,4,4,Infra & Cloud,Occasionnel,2,7,1,3,1,3,3,4,3,Oui,12.0,264,0.0,2460.98,2.75,1,4,0,1,0,1,Assistant de Direction | N1,0.182,0.2
28,M,8722,Célibataire,Consulting,Manager,1,10,10,7,0,2,24,2,Entrepreunariat,Aucun,1,9,2,2,3,1,1,2,3,Non,12.0,935,0.7,2907.32,1.5,1,2,1,0,0,0,Manager | N3,0.182,0.1
26,M,3955,Marié(e),Consulting,Consultant,1,6,5,3,2,2,1,2,Transformation Digitale,Occasionnel,1,3,1,2,1,1,1,3,3,Non,16.0,546,0.6,3954.96,1.5,1,3,1,0,0,0,Consultant | N1,0.333,0.2
30,M,9957,Marié(e),Consulting,Tech Lead,0,7,6,2,1,1,20,3,Autre,Occasionnel,0,2,3,3,2,1,3,2,3,Non,15.0,1299,0.333,4978.48,2.25,1,3,0,0,0,0,Tech Lead | N2,0.143,0.0
41,F,3376,Marié(e),Consulting,Assistant de Direction,1,10,10,6,0,3,7,2,Entrepreunariat,Occasionnel,0,8,2,4,1,3,3,3,3,Non,13.0,388,0.6,3375.97,2.75,2,3,-1,0,0,0,Assistant de Direction | N1,0.273,0.0
38,F,8823,Marié(e),Consulting,Manager,0,20,19,9,1,4,17,1,Infra & Cloud,Occasionnel,1,9,3,2,3,3,1,2,3,Non,18.0,1346,0.474,2940.99,2.25,1,3,1,0,0,0,Manager | N3,0.2,0.053
40,M,10322,Marié(e),Consulting,Manager,4,14,11,10,1,6,20,4,Entrepreunariat,Occasionnel,11,1,1,3,3,4,4,3,4,Non,20.0,1720,0.909,3440.66,3.0,1,4,1,0,0,0,Manager | N3,0.5,1.0
27,M,4621,Marié(e),Consulting,Consultant,1,3,3,2,3,4,8,5,Infra & Cloud,Aucun,1,2,1,1,1,3,4,3,3,Non,19.0,738,0.667,4620.95,2.75,1,4,2,0,0,0,Consultant | N1,1.0,0.333
55,M,10976,Marié(e),Consulting,Tech Lead,3,23,3,2,1,4,2,1,Infra & Cloud,Frequent,1,2,4,3,3,2,2,3,3,Non,18.0,1674,0.667,3658.65,2.75,2,4,0,0,0,0,Tech Lead | N3,1.0,0.333
28,F,3660,Célibataire,Consulting,Assistant de Direction,3,10,8,7,0,4,10,3,Autre,Occasionnel,1,7,3,3,2,3,4,4,3,Non,13.0,421,0.875,1829.99,3.5,3,4,0,0,0,0,Assistant de Direction | N2,0.444,0.125
44,M,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,24,20,6,1,1,1,2,Transformation Digitale,Occasionnel,3,6,2,2,3,1,4,3,3,Non,14.000000000000002,1287,0.3,3493.99,2.5,1,4,1,0,0,1,Ressources Humaines | N3,0.048,0.15
33,M,7119,Divorcé(e),Consulting,Manager,4,9,3,2,1,2,5,3,Infra & Cloud,Occasionnel,1,2,4,2,3,4,3,3,3,Non,15.0,929,0.667,2372.99,3.5,3,4,1,0,0,0,Manager | N3,0.5,0.333
35,M,9582,Célibataire,Commercial,Cadre Commercial,0,9,8,7,0,2,4,3,Entrepreunariat,Occasionnel,4,7,4,3,3,1,1,3,4,Oui,22.0,1728,0.875,3193.99,2.25,1,4,1,0,0,0,Cadre Commercial | N3,0.222,0.5
33,F,4508,Célibataire,Consulting,Assistant de Direction,1,14,13,7,0,4,29,4,Transformation Digitale,Frequent,3,8,1,2,2,3,2,3,4,Non,22.0,813,0.538,2253.99,2.25,1,3,2,0,0,0,Assistant de Direction | N2,0.286,0.231
28,M,2207,Divorcé(e),Consulting,Consultant,1,4,4,2,1,5,15,2,Infra & Cloud,Occasionnel,2,2,1,3,1,3,4,2,3,Non,16.0,304,0.5,2206.98,2.5,1,4,0,0,0,0,Consultant | N1,1.0,0.5
34,M,7756,Célibataire,Consulting,Manager,0,7,6,2,0,1,3,1,Infra & Cloud,Frequent,0,4,1,3,2,4,3,2,3,Non,17.0,1127,0.333,3877.98,2.5,1,4,0,0,0,0,Manager | N2,0.143,0.0
37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,8,1,0,3,5,10,4,Infra & Cloud,Occasionnel,0,0,4,2,2,4,3,3,3,Oui,14.000000000000002,822,0.0,3346.98,3.5,3,4,1,0,0,0,Cadre Commercial | N2,2.5,0.0
25,M,3691,Marié(e),Consulting,Consultant,1,7,7,7,1,3,4,1,Entrepreunariat,Occasionnel,5,6,4,3,1,4,2,4,3,Oui,15.0,481,1.0,3690.96,3.5,2,4,0,1,0,0,Consultant | N1,0.375,0.714
26,M,2377,Divorcé(e),Consulting,Consultant,1,1,1,1,1,0,21,3,Transformation Digitale,Occasionnel,0,0,1,3,1,3,3,2,4,Non,20.0,396,1.0,2376.98,2.25,1,3,1,0,1,0,Consultant | N1,0.0,0.0
33,M,2313,Célibataire,Consulting,Assistant de Direction,4,5,2,2,0,0,25,3,Transformation Digitale,Occasionnel,2,2,1,2,1,2,2,3,4,Oui,20.0,386,1.0,2312.98,2.0,1,3,2,1,0,0,Assistant de Direction | N1,0.0,1.0
42,M,17665,Marié(e),Consulting,Senior Manager,0,23,22,6,1,3,2,2,Transformation Digitale,Occasionnel,13,7,4,3,4,1,4,3,3,Non,17.0,2567,0.273,4416.24,3.0,1,4,0,0,0,0,Senior Manager | N4,0.13,0.591
28,M,2596,Divorcé(e),Consulting,Consultant,1,1,1,0,2,2,1,3,Transformation Digitale,Frequent,0,0,1,2,1,2,1,3,3,Non,15.0,339,0.0,2595.97,1.75,1,3,1,0,1,0,Consultant | N1,1.0,0.0
50,M,4728,Célibataire,Commercial,Cadre Commercial,3,5,0,0,0,4,1,4,Autre,Frequent,0,0,4,3,2,3,4,3,3,Oui,14.000000000000002,581,0.0,2363.99,3.5,3,4,0,1,0,0,Cadre Commercial | N2,4.0,0.0
33,F,4302,Marié(e),Commercial,Cadre Commercial,0,4,3,2,1,3,7,3,Infra & Cloud,Frequent,0,2,4,3,2,2,3,3,3,Non,17.0,625,0.667,2150.99,3.0,2,4,0,0,0,0,Cadre Commercial | N2,0.75,0.0
34,M,2979,Marié(e),Consulting,Assistant de Direction,3,6,0,0,3,2,3,4,Infra & Cloud,Aucun,0,0,3,2,1,4,4,3,3,Non,17.0,433,0.0,2978.97,3.5,3,4,1,0,0,0,Assistant de Direction | N1,2.0,0.0
48,M,16885,Célibataire,Consulting,Senior Manager,2,27,5,4,0,3,1,4,Transformation Digitale,Aucun,2,1,1,4,4,4,3,2,4,Non,22.0,3045,0.8,4221.24,2.5,1,4,0,0,0,0,Senior Manager | N4,0.5,0.4
45,F,5593,Marié(e),Commercial,Cadre Commercial,1,15,15,10,1,2,9,4,Infra & Cloud,Aucun,4,12,2,2,2,3,4,3,3,Non,13.0,643,0.667,2796.49,3.0,2,4,1,0,0,0,Cadre Commercial | N2,0.125,0.267
52,M,10445,Célibataire,Consulting,Manager,7,18,8,6,0,4,7,4,Infra & Cloud,Occasionnel,4,0,2,3,3,2,4,3,3,Non,19.0,1668,0.75,3481.66,2.75,2,4,0,0,0,1,Manager | N3,0.444,0.5
38,M,8740,Divorcé(e),Commercial,Cadre Commercial,0,9,8,7,2,2,10,4,Marketing,Occasionnel,2,7,3,2,3,3,2,3,3,Oui,14.000000000000002,1073,0.875,2913.32,2.75,2,3,1,0,0,0,Cadre Commercial | N3,0.222,0.25
29,F,2514,Divorcé(e),Consulting,Assistant de Direction,4,11,7,5,1,1,28,4,Infra & Cloud,Occasionnel,1,7,3,3,1,4,1,3,4,Non,22.0,453,0.714,2513.97,2.75,1,4,1,0,0,0,Assistant de Direction | N1,0.125,0.143
28,F,7655,Divorcé(e),Consulting,Tech Lead,0,10,9,7,3,3,3,3,Transformation Digitale,Occasionnel,1,7,4,3,3,2,2,2,3,Non,17.0,1112,0.778,2551.66,2.5,2,4,0,0,0,0,Tech Lead | N3,0.3,0.111
46,M,17465,Marié(e),Commercial,Senior Manager,3,23,12,9,1,3,3,1,Marketing,Occasionnel,4,9,1,3,4,3,4,3,3,Non,12.0,1871,0.75,4366.24,2.75,1,4,0,0,0,0,Senior Manager | N4,0.231,0.333
38,M,7351,Célibataire,Commercial,Cadre Commercial,7,10,1,0,0,2,2,2,Marketing,Occasionnel,0,0,4,3,3,2,3,3,3,Non,16.0,1014,0.0,2450.33,3.0,2,4,0,0,0,1,Cadre Commercial | N3,1.0,0.0
43,F,10820,Marié(e),Consulting,Tech Lead,8,18,8,7,1,1,27,3,Infra & Cloud,Frequent,0,1,3,3,3,1,3,3,3,Non,11.0,1072,0.875,3606.65,2.5,1,3,0,0,0,1,Tech Lead | N3,0.111,0.0
39,M,12169,Divorcé(e),Consulting,Manager,7,21,18,7,3,4,2,3,Infra & Cloud,Frequent,11,5,1,3,4,4,4,3,3,Non,11.0,1206,0.389,3042.24,3.0,1,4,0,0,0,1,Manager | N4,0.211,0.611
