age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,montant_augmentation_precedente,ratio_anciennete_carriere,inertie_poste,stagnation_promotion,revenu_par_annee_experience,revenu_par_niveau,satisfaction_globale,satisfaction_min,delta_performance,hs_et_salaire_bas,jeune_faible_anciennete,trajet_long,job_hopper
24,F,4377,Divorcé(e),Consulting,Tech Lead,1,5,4,2,2,6,17,1,Transformation Digitale,Occasionnel,3,2,4,2,2,3,2,3,3,Non,15.0,571,0.8,0.5,0.75,729.5,2188.49,3.0,2,1,0,0,1,0
35,M,3743,Divorcé(e),Consulting,Consultant,1,5,4,2,1,2,14,4,Autre,Occasionnel,0,2,3,2,1,2,4,1,4,Oui,24.0,724,0.8,0.5,0.0,623.83,3742.96,2.5,1,2,1,0,0,0
31,F,4148,Marié(e),Consulting,Tech Lead,1,4,4,3,1,1,1,1,Infra & Cloud,Frequent,0,3,3,3,2,1,3,3,3,Non,12.0,444,1.0,0.75,0.0,829.6,2073.99,2.5,1,0,0,0,0,0
18,M,1051,Célibataire,Consulting,Assistant de Direction,1,0,0,0,0,2,5,2,Infra & Cloud,Aucun,0,0,2,3,1,4,4,3,3,Non,15.0,137,0.0,0.0,0.0,1051.0,1050.99,3.25,2,0,0,1,0,0
54,F,10739,Marié(e),Consulting,Tech Lead,8,22,10,7,1,2,17,3,Entrepreunariat,Occasionnel,0,8,3,3,3,3,3,3,3,Non,11.0,1064,0.455,0.7,0.0,466.91,3579.65,3.0,3,0,0,0,1,1
35,F,10388,Divorcé(e),Consulting,Manager,1,16,16,10,1,3,25,4,Transformation Digitale,Occasionnel,10,1,3,3,3,3,3,2,3,Oui,11.0,1029,1.0,0.625,0.625,611.06,3462.66,2.75,2,0,0,0,1,0
30,F,11416,Marié(e),Consulting,Directeur Technique,0,9,8,7,3,4,8,2,Infra & Cloud,Occasionnel,1,7,2,4,3,1,3,2,3,Oui,12.0,1223,0.889,0.875,0.125,1141.6,3805.32,2.0,1,-1,0,0,0,0
20,F,2600,Célibataire,Consulting,Assistant de Direction,1,1,1,0,0,2,11,3,Transformation Digitale,Occasionnel,0,0,4,2,1,1,1,3,3,Oui,15.0,339,1.0,0.0,0.0,1300.0,2599.97,2.25,1,1,1,1,0,0
30,F,2422,Célibataire,Consulting,Consultant,0,4,3,2,0,3,5,3,Transformation Digitale,Frequent,1,2,2,3,1,2,1,3,3,Non,17.0,352,0.75,0.667,0.333,484.4,2421.98,2.0,1,0,0,0,0,0
26,M,5472,Marié(e),Consulting,Tech Lead,1,8,8,7,0,2,2,2,Transformation Digitale,Occasionnel,1,3,4,4,2,4,2,3,3,Non,12.0,586,1.0,0.875,0.125,608.0,2735.99,3.25,2,-1,0,0,0,0
22,M,2451,Marié(e),Consulting,Consultant,1,4,4,3,1,3,8,1,Infra & Cloud,Occasionnel,1,1,2,1,1,1,1,2,3,Non,15.0,320,1.0,0.75,0.25,490.2,2450.98,1.5,1,2,0,0,0,0
48,M,4240,Célibataire,Consulting,Manager,2,19,2,2,0,0,6,3,Infra & Cloud,Occasionnel,2,2,1,2,2,3,4,3,3,Non,13.0,488,0.105,1.0,1.0,212.0,2119.99,2.75,1,1,0,0,0,0
48,M,10999,Célibataire,Consulting,Manager,7,27,15,11,0,3,4,4,Infra & Cloud,Occasionnel,4,8,3,2,3,3,2,3,3,Non,14.000000000000002,1351,0.556,0.733,0.267,392.82,3666.32,2.75,2,1,0,0,0,1
41,F,5003,Célibataire,Consulting,Tech Lead,6,8,2,2,0,6,7,2,Transformation Digitale,Occasionnel,2,1,4,3,2,3,2,3,3,Non,14.000000000000002,614,0.25,1.0,1.0,555.89,2501.49,3.0,2,0,0,0,0,1
39,F,12742,Marié(e),Consulting,Tech Lead,1,21,21,6,1,3,1,1,Infra & Cloud,Occasionnel,11,8,4,2,4,4,3,3,3,Non,16.0,1758,1.0,0.286,0.524,579.18,3185.49,3.5,3,1,0,0,0,0
27,F,4227,Marié(e),Consulting,Tech Lead,0,4,3,2,1,2,2,4,Infra & Cloud,Occasionnel,2,2,1,3,2,4,2,3,3,Non,18.0,645,0.75,0.667,0.667,845.4,2113.49,2.5,1,0,0,0,0,0
35,M,3917,Divorcé(e),Consulting,Consultant,1,3,3,2,1,4,10,3,Autre,Occasionnel,1,2,2,3,1,4,1,2,4,Non,20.0,653,1.0,0.667,0.333,979.25,3916.96,2.25,1,1,0,0,0,0
42,M,18303,Marié(e),Commercial,Senior Manager,6,21,1,0,0,3,5,2,Marketing,Occasionnel,0,0,4,3,5,3,2,4,3,Non,13.0,2106,0.048,0.0,0.0,831.95,3660.59,3.25,2,0,0,0,0,1
50,M,2380,Marié(e),Consulting,Consultant,4,8,1,0,0,5,9,3,Infra & Cloud,Occasionnel,0,0,1,3,1,4,2,3,3,Non,18.0,363,0.125,0.0,0.0,264.44,2379.98,2.5,1,0,0,0,0,0
59,F,13726,Célibataire,Consulting,Tech Lead,3,30,5,3,0,4,2,3,Infra & Cloud,Occasionnel,4,3,3,2,4,4,1,3,3,Oui,13.0,1579,0.167,0.6,0.8,442.77,3431.49,2.75,1,1,0,0,0,0
37,F,4777,Marié(e),Consulting,Manager,5,15,1,0,0,2,11,2,Transformation Digitale,Occasionnel,0,0,1,1,2,2,1,1,3,Non,15.0,623,0.067,0.0,0.0,298.56,2388.49,1.25,1,2,0,0,0,1
55,M,6385,Marié(e),Consulting,Manager,3,17,8,7,2,3,18,4,Transformation Digitale,Frequent,6,7,3,3,2,2,4,3,3,Oui,14.000000000000002,784,0.471,0.875,0.75,354.72,3192.48,3.0,2,0,0,0,1,0
41,F,19973,Divorcé(e),Consulting,Directeur Technique,1,21,21,16,2,3,7,1,Infra & Cloud,Aucun,5,10,2,1,5,3,2,3,4,Non,22.0,3602,1.0,0.762,0.238,907.86,3994.59,2.5,2,3,0,0,0,0
38,M,6861,Célibataire,Commercial,Cadre Commercial,8,19,1,0,0,1,3,4,Infra & Cloud,Occasionnel,0,0,2,3,2,4,3,3,3,Oui,12.0,735,0.053,0.0,0.0,343.05,3430.48,3.0,2,0,0,0,0,1
26,M,4969,Célibataire,Commercial,Cadre Commercial,8,7,2,2,0,6,29,2,Transformation Digitale,Aucun,2,2,2,1,2,1,4,3,3,Non,18.0,758,0.286,1.0,1.0,621.12,2484.49,2.5,1,2,0,1,1,1
52,F,19845,Marié(e),Commercial,Senior Manager,1,33,32,14,1,3,2,1,Marketing,Occasionnel,6,9,1,1,5,4,4,3,3,Non,15.0,2588,0.97,0.437,0.187,583.68,3968.99,3.0,1,2,0,0,0,0
44,F,13320,Marié(e),Commercial,Cadre Commercial,3,23,12,11,1,2,28,3,Transformation Digitale,Occasionnel,11,11,4,4,4,4,3,3,3,Oui,18.0,2032,0.522,0.917,0.917,555.0,3329.99,3.5,3,-1,0,0,1,0
50,F,6347,Marié(e),Commercial,Cadre Commercial,0,19,18,7,1,3,1,3,Infra & Cloud,Aucun,0,13,4,3,2,3,1,3,3,Non,12.0,680,0.947,0.389,0.0,317.35,3173.48,2.75,1,0,0,0,0,0
36,F,2743,Célibataire,Consulting,Consultant,1,18,17,13,0,1,16,4,Infra & Cloud,Occasionnel,15,14,3,4,1,1,3,3,3,Non,16.0,378,0.944,0.765,0.882,144.37,2742.97,2.5,1,-1,0,0,1,0
39,F,10880,Célibataire,Consulting,Tech Lead,1,21,21,6,0,2,22,3,Transformation Digitale,Frequent,2,8,4,3,3,1,3,3,3,Oui,13.0,1252,1.0,0.286,0.095,494.55,3626.65,2.75,1,0,0,0,1,0
33,F,2342,Célibataire,Commercial,Représentant Commercial,0,3,2,2,0,2,8,1,Infra & Cloud,Aucun,2,2,2,2,1,4,4,2,3,Non,19.0,374,0.667,1.0,1.0,585.5,2341.98,3.0,2,1,0,0,0,0
45,F,17650,Marié(e),Commercial,Senior Manager,3,26,9,3,1,4,11,2,Infra & Cloud,Occasionnel,1,1,4,3,4,4,2,4,3,Non,13.0,2031,0.346,0.333,0.111,653.7,4412.49,3.5,2,0,0,0,0,0
32,F,4025,Célibataire,Consulting,Consultant,9,10,8,7,0,2,29,4,Transformation Digitale,Aucun,7,7,4,3,1,3,2,3,3,Non,12.0,431,0.8,0.875,0.875,365.91,4024.96,3.0,2,0,0,0,1,1
34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,16,15,1,1,2,1,4,Marketing,Occasionnel,0,9,2,4,2,4,4,2,3,Non,11.0,964,0.937,0.067,0.0,572.06,4862.48,3.0,2,-1,0,0,0,0
59,M,11904,Marié(e),Commercial,Senior Manager,3,14,6,4,1,1,1,2,Entrepreunariat,Occasionnel,0,4,2,3,3,4,3,1,3,Oui,14.000000000000002,1462,0.429,0.667,0.0,793.6,3967.99,2.5,1,0,0,0,0,0
45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,6,3,0,3,24,4,Transformation Digitale,Occasionnel,0,4,2,3,1,2,1,3,3,Non,16.0,300,1.0,0.5,0.0,311.0,2176.98,2.0,1,0,0,0,1,0
53,F,7525,Marié(e),Commercial,Cadre Commercial,2,30,15,7,1,2,2,3,Marketing,Frequent,6,12,3,2,3,2,1,3,3,Non,12.0,806,0.5,0.467,0.4,242.74,2508.32,2.25,1,1,0,0,0,0
36,M,4834,Divorcé(e),Consulting,Consultant,7,9,1,0,1,3,15,3,Autre,Occasionnel,0,0,1,3,2,3,2,2,3,Non,14.000000000000002,594,0.111,0.0,0.0,483.4,2416.99,2.0,1,0,0,0,1,1
26,M,2042,Marié(e),Consulting,Assistant de Direction,6,6,3,2,1,2,2,3,Infra & Cloud,Frequent,1,2,1,3,1,1,2,3,3,Oui,14.000000000000002,251,0.5,0.667,0.333,291.71,2041.98,1.75,1,0,1,0,0,1
34,F,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,1,1,2,10,4,Infra & Cloud,Occasionnel,0,0,3,3,1,3,4,3,3,Oui,19.0,354,1.0,1.0,0.0,1110.0,2219.98,3.25,3,0,1,0,0,0
28,M,1052,Marié(e),Commercial,Représentant Commercial,1,1,1,0,0,5,10,1,Transformation Digitale,Occasionnel,0,0,4,3,1,2,2,3,4,Non,22.0,190,1.0,0.0,0.0,526.0,1051.99,2.75,2,1,0,1,0,0
38,M,2821,Marié(e),Consulting,Assistant de Direction,3,8,2,2,1,2,3,4,Autre,Frequent,2,2,3,3,1,3,1,3,3,Non,16.0,389,0.25,1.0,1.0,313.44,2820.97,2.5,1,0,0,0,0,0
50,M,19237,Marié(e),Consulting,Directeur Technique,2,29,8,1,1,2,2,4,Transformation Digitale,Occasionnel,7,7,2,3,5,3,4,2,3,Oui,11.0,1906,0.276,0.125,0.875,641.23,3847.39,2.75,2,0,0,0,0,0
37,F,4107,Célibataire,Consulting,Manager,3,8,4,3,0,3,3,3,Autre,Occasionnel,0,1,4,3,2,2,1,2,3,Non,15.0,536,0.5,0.75,0.0,456.33,2053.49,2.25,1,0,0,0,0,0
40,M,8396,Marié(e),Commercial,Cadre Commercial,1,8,7,7,1,3,26,3,Marketing,Occasionnel,7,5,3,3,2,1,2,2,3,Non,14.000000000000002,1031,0.875,1.0,1.0,932.89,4197.98,2.0,1,0,0,0,1,0
26,F,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,2,5,1,1,Transformation Digitale,Frequent,1,3,1,2,1,3,3,3,3,Non,13.0,231,1.0,0.6,0.2,334.5,2006.98,2.5,1,1,0,0,0,0
46,M,19627,Divorcé(e),Consulting,Directeur Technique,9,23,2,2,2,0,1,4,Transformation Digitale,Occasionnel,2,2,4,3,5,4,4,3,3,Non,17.0,2852,0.087,1.0,1.0,817.79,3925.39,3.75,3,0,0,0,0,1
54,F,10686,Marié(e),Commercial,Cadre Commercial,6,13,9,4,1,4,2,4,Infra & Cloud,Occasionnel,7,0,3,2,3,3,2,3,3,Non,11.0,1059,0.692,0.444,0.778,763.29,3561.99,2.75,2,1,0,0,0,1
56,F,2942,Marié(e),Consulting,Assistant de Direction,2,18,5,4,1,4,9,3,Transformation Digitale,Frequent,0,3,1,3,1,3,2,3,3,Non,19.0,470,0.278,0.8,0.0,154.84,2941.97,2.25,1,0,0,0,0,0
36,F,8858,Célibataire,Consulting,Tech Lead,0,15,14,8,0,2,12,5,Transformation Digitale,Occasionnel,7,8,4,2,3,4,2,2,3,Non,11.0,878,0.933,0.571,0.5,553.62,2952.66,3.0,2,1,0,0,0,0
55,M,16756,Célibataire,Consulting,Senior Manager,7,31,9,7,0,3,2,1,Transformation Digitale,Aucun,6,2,3,2,4,1,2,4,3,Non,15.0,2186,0.29,0.778,0.667,523.62,4188.99,2.5,1,1,0,0,0,1
43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,18,1,0,1,5,25,3,Transformation Digitale,Occasionnel,0,0,3,2,3,4,3,3,3,Non,13.0,1242,0.056,0.0,0.0,568.32,3599.32,3.25,3,1,0,0,1,1
20,F,2323,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,3,9,3,Marketing,Frequent,0,2,4,3,1,4,2,3,3,Oui,14.000000000000002,285,1.0,1.0,0.0,774.33,2322.98,3.25,2,0,1,1,0,0
21,F,1416,Célibataire,Consulting,Consultant,1,1,1,0,0,6,10,3,Infra & Cloud,Occasionnel,1,0,3,2,1,1,1,2,3,Non,13.0,163,1.0,0.0,1.0,708.0,1415.99,1.75,1,1,0,1,0,0
46,F,4615,Divorcé(e),Consulting,Assistant de Direction,8,19,16,13,3,2,8,4,Infra & Cloud,Occasionnel,1,7,4,2,2,1,1,3,4,Oui,23.0,863,0.842,0.812,0.062,230.75,2307.49,2.25,1,2,1,0,0,1
51,M,2461,Marié(e),Consulting,Assistant de Direction,9,18,10,0,3,2,4,4,Infra & Cloud,Occasionnel,2,7,1,3,1,3,3,4,3,Oui,12.0,264,0.556,0.0,0.2,129.53,2460.98,2.75,1,0,1,0,0,1
28,M,8722,Célibataire,Consulting,Manager,1,10,10,7,0,2,24,2,Entrepreunariat,Aucun,1,9,2,2,3,1,1,2,3,Non,12.0,935,1.0,0.7,0.1,792.91,2907.32,1.5,1,1,0,0,1,0
26,M,3955,Marié(e),Consulting,Consultant,1,6,5,3,2,2,1,2,Transformation Digitale,Occasionnel,1,3,1,2,1,1,1,3,3,Non,16.0,546,0.833,0.6,0.2,565.0,3954.96,1.5,1,1,0,0,0,0
30,M,9957,Marié(e),Consulting,Tech Lead,0,7,6,2,1,1,20,3,Autre,Occasionnel,0,2,3,3,2,1,3,2,3,Non,15.0,1299,0.857,0.333,0.0,1244.62,4978.48,2.25,1,0,0,0,1,0
41,F,3376,Marié(e),Consulting,Assistant de Direction,1,10,10,6,0,3,7,2,Entrepreunariat,Occasionnel,0,8,2,4,1,3,3,3,3,Non,13.0,388,1.0,0.6,0.0,306.91,3375.97,2.75,2,-1,0,0,0,0
38,F,8823,Marié(e),Consulting,Manager,0,20,19,9,1,4,17,1,Infra & Cloud,Occasionnel,1,9,3,2,3,3,1,2,3,Non,18.0,1346,0.95,0.474,0.053,420.14,2940.99,2.25,1,1,0,0,1,0
40,M,10322,Marié(e),Consulting,Manager,4,14,11,10,1,6,20,4,Entrepreunariat,Occasionnel,11,1,1,3,3,4,4,3,4,Non,20.0,1720,0.786,0.909,1.0,688.13,3440.66,3.0,1,1,0,0,1,0
27,M,4621,Marié(e),Consulting,Consultant,1,3,3,2,3,4,8,5,Infra & Cloud,Aucun,1,2,1,1,1,3,4,3,3,Non,19.0,738,1.0,0.667,0.333,1155.25,4620.95,2.75,1,2,0,0,0,0
55,M,10976,Marié(e),Consulting,Tech Lead,3,23,3,2,1,4,2,1,Infra & Cloud,Frequent,1,2,4,3,3,2,2,3,3,Non,18.0,1674,0.13,0.667,0.333,457.33,3658.65,2.75,2,0,0,0,0,0
28,F,3660,Célibataire,Consulting,Assistant de Direction,3,10,8,7,0,4,10,3,Autre,Occasionnel,1,7,3,3,2,3,4,4,3,Non,13.0,421,0.8,0.875,0.125,332.73,1829.99,3.5,3,0,0,0,0,0
44,M,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,24,20,6,1,1,1,2,Transformation Digitale,Occasionnel,3,6,2,2,3,1,4,3,3,Non,14.000000000000002,1287,0.833,0.3,0.15,419.28,3493.99,2.5,1,1,0,0,0,1
33,M,7119,Divorcé(e),Consulting,Manager,4,9,3,2,1,2,5,3,Infra & Cloud,Occasionnel,1,2,4,2,3,4,3,3,3,Non,15.0,929,0.333,0.667,0.333,711.9,2372.99,3.5,3,1,0,0,0,0
35,M,9582,Célibataire,Commercial,Cadre Commercial,0,9,8,7,0,2,4,3,Entrepreunariat,Occasionnel,4,7,4,3,3,1,1,3,4,Oui,22.0,1728,0.889,0.875,0.5,958.2,3193.99,2.25,1,1,0,0,0,0
33,F,4508,Célibataire,Consulting,Assistant de Direction,1,14,13,7,0,4,29,4,Transformation Digitale,Frequent,3,8,1,2,2,3,2,3,4,Non,22.0,813,0.929,0.538,0.231,300.53,2253.99,2.25,1,2,0,0,1,0
28,M,2207,Divorcé(e),Consulting,Consultant,1,4,4,2,1,5,15,2,Infra & Cloud,Occasionnel,2,2,1,3,1,3,4,2,3,Non,16.0,304,1.0,0.5,0.5,441.4,2206.98,2.5,1,0,0,0,1,0
34,M,7756,Célibataire,Consulting,Manager,0,7,6,2,0,1,3,1,Infra & Cloud,Frequent,0,4,1,3,2,4,3,2,3,Non,17.0,1127,0.857,0.333,0.0,969.5,3877.98,2.5,1,0,0,0,0,0
37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,8,1,0,3,5,10,4,Infra & Cloud,Occasionnel,0,0,4,2,2,4,3,3,3,Oui,14.000000000000002,822,0.125,0.0,0.0,743.78,3346.98,3.5,3,1,0,0,0,0
25,M,3691,Marié(e),Consulting,Consultant,1,7,7,7,1,3,4,1,Entrepreunariat,Occasionnel,5,6,4,3,1,4,2,4,3,Oui,15.0,481,1.0,1.0,0.714,461.38,3690.96,3.5,2,0,1,0,0,0
26,M,2377,Divorcé(e),Consulting,Consultant,1,1,1,1,1,0,21,3,Transformation Digitale,Occasionnel,0,0,1,3,1,3,3,2,4,Non,20.0,396,1.0,1.0,0.0,1188.5,2376.98,2.25,1,1,0,1,1,0
33,M,2313,Célibataire,Consulting,Assistant de Direction,4,5,2,2,0,0,25,3,Transformation Digitale,Occasionnel,2,2,1,2,1,2,2,3,4,Oui,20.0,386,0.4,1.0,1.0,385.5,2312.98,2.0,1,2,1,0,1,0
42,M,17665,Marié(e),Consulting,Senior Manager,0,23,22,6,1,3,2,2,Transformation Digitale,Occasionnel,13,7,4,3,4,1,4,3,3,Non,17.0,2567,0.957,0.273,0.591,736.04,4416.24,3.0,1,0,0,0,0,0
28,M,2596,Divorcé(e),Consulting,Consultant,1,1,1,0,2,2,1,3,Transformation Digitale,Frequent,0,0,1,2,1,2,1,3,3,Non,15.0,339,1.0,0.0,0.0,1298.0,2595.97,1.75,1,1,0,1,0,0
50,M,4728,Célibataire,Commercial,Cadre Commercial,3,5,0,0,0,4,1,4,Autre,Frequent,0,0,4,3,2,3,4,3,3,Oui,14.000000000000002,581,0.0,0.0,0.0,788.0,2363.99,3.5,3,0,1,0,0,0
33,F,4302,Marié(e),Commercial,Cadre Commercial,0,4,3,2,1,3,7,3,Infra & Cloud,Frequent,0,2,4,3,2,2,3,3,3,Non,17.0,625,0.75,0.667,0.0,860.4,2150.99,3.0,2,0,0,0,0,0
34,M,2979,Marié(e),Consulting,Assistant de Direction,3,6,0,0,3,2,3,4,Infra & Cloud,Aucun,0,0,3,2,1,4,4,3,3,Non,17.0,433,0.0,0.0,0.0,425.57,2978.97,3.5,3,1,0,0,0,0
48,M,16885,Célibataire,Consulting,Senior Manager,2,27,5,4,0,3,1,4,Transformation Digitale,Aucun,2,1,1,4,4,4,3,2,4,Non,22.0,3045,0.185,0.8,0.4,603.04,4221.24,2.5,1,0,0,0,0,0
45,F,5593,Marié(e),Commercial,Cadre Commercial,1,15,15,10,1,2,9,4,Infra & Cloud,Aucun,4,12,2,2,2,3,4,3,3,Non,13.0,643,1.0,0.667,0.267,349.56,2796.49,3.0,2,1,0,0,0,0
52,M,10445,Célibataire,Consulting,Manager,7,18,8,6,0,4,7,4,Infra & Cloud,Occasionnel,4,0,2,3,3,2,4,3,3,Non,19.0,1668,0.444,0.75,0.5,549.74,3481.66,2.75,2,0,0,0,0,1
38,M,8740,Divorcé(e),Commercial,Cadre Commercial,0,9,8,7,2,2,10,4,Marketing,Occasionnel,2,7,3,2,3,3,2,3,3,Oui,14.000000000000002,1073,0.889,0.875,0.25,874.0,2913.32,2.75,2,1,0,0,0,0
29,F,2514,Divorcé(e),Consulting,Assistant de Direction,4,11,7,5,1,1,28,4,Infra & Cloud,Occasionnel,1,7,3,3,1,4,1,3,4,Non,22.0,453,0.636,0.714,0.143,209.5,2513.97,2.75,1,1,0,0,1,0
28,F,7655,Divorcé(e),Consulting,Tech Lead,0,10,9,7,3,3,3,3,Transformation Digitale,Occasionnel,1,7,4,3,3,2,2,2,3,Non,17.0,1112,0.9,0.778,0.111,695.91,2551.66,2.5,2,0,0,0,0,0
46,M,17465,Marié(e),Commercial,Senior Manager,3,23,12,9,1,3,3,1,Marketing,Occasionnel,4,9,1,3,4,3,4,3,3,Non,12.0,1871,0.522,0.75,0.333,727.71,4366.24,2.75,1,0,0,0,0,0
38,M,7351,Célibataire,Commercial,Cadre Commercial,7,10,1,0,0,2,2,2,Marketing,Occasionnel,0,0,4,3,3,2,3,3,3,Non,16.0,1014,0.1,0.0,0.0,668.27,2450.33,3.0,2,0,0,0,0,1
43,F,10820,Marié(e),Consulting,Tech Lead,8,18,8,7,1,1,27,3,Infra & Cloud,Frequent,0,1,3,3,3,1,3,3,3,Non,11.0,1072,0.444,0.875,0.0,569.47,3606.65,2.5,1,0,0,0,1,1
39,M,12169,Divorcé(e),Consulting,Manager,7,21,18,7,3,4,2,3,Infra & Cloud,Frequent,11,5,1,3,4,4,4,3,3,Non,11.0,1206,0.857,0.389,0.611,553.14,3042.24,3.0,1,0,0,0,0,1
40,M,19626,Célibataire,Consulting,Directeur Technique,1,21,20,7,0,2,14,3,Transformation Digitale,Occasionnel,4,9,3,2,5,3,1,4,3,Non,14.000000000000002,2410,0.952,0.35,0.2,892.09,3925.19,2.75,1,1,0,0,0,0
21,F,2070,Célibataire,Consulting,Assistant de Direction,1,2,2,2,0,6,1,1,Entrepreunariat,Occasionnel,2,2,4,2,1,2,3,4,3,Oui,11.0,205,1.0,1.0,1.0,690.0,2069.98,3.25,2,1,1,1,0,0
39,M,6782,Célibataire,Consulting,Consultant,9,9,5,4,0,2,9,3,Infra & Cloud,Aucun,0,3,3,3,2,2,3,2,3,Non,15.0,885,0.556,0.8,0.0,678.2,3390.98,2.5,2,0,0,0,0,1
36,M,7779,Célibataire,Consulting,Tech Lead,2,18,11,9,0,0,18,4,Infra & Cloud,Aucun,0,9,1,3,2,4,1,3,4,Non,20.0,1296,0.611,0.818,0.0,409.42,3889.48,2.25,1,1,0,0,1,0
31,M,2791,Marié(e),Commercial,Représentant Commercial,0,3,2,2,1,4,20,3,Infra & Cloud,Frequent,2,2,3,4,1,4,1,3,3,Non,12.0,299,0.667,1.0,1.0,697.75,2790.97,2.75,1,-1,0,0,1,0
28,M,3201,Marié(e),Consulting,Assistant de Direction,0,6,5,3,0,2,2,1,Infra & Cloud,Occasionnel,0,4,1,2,1,2,1,1,3,Non,17.0,465,0.833,0.6,0.0,457.29,3200.97,1.25,1,1,0,0,0,0
35,M,4968,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,1,3,11,2,Marketing,Frequent,0,2,4,3,2,4,4,3,3,Non,11.0,492,1.0,0.4,0.0,828.0,2483.99,3.75,3,0,0,0,0,0
49,M,13120,Marié(e),Commercial,Cadre Commercial,6,22,9,8,1,3,8,4,Entrepreunariat,Occasionnel,2,3,4,2,4,2,2,3,3,Non,17.0,1906,0.409,0.889,0.222,570.43,3279.99,2.75,2,1,0,0,0,1
34,M,4033,Célibataire,Consulting,Tech Lead,2,5,3,2,0,3,2,2,Infra & Cloud,Frequent,0,2,4,3,2,3,4,2,3,Non,11.0,400,0.6,0.667,0.0,672.17,2016.49,3.25,2,0,0,0,0,0
29,F,3291,Divorcé(e),Consulting,Assistant de Direction,0,8,7,5,2,2,10,3,Infra & Cloud,Frequent,1,1,4,3,1,2,4,2,3,Non,14.000000000000002,404,0.875,0.714,0.143,365.67,3290.97,3.0,2,0,0,0,0,0
42,M,4272,Célibataire,Consulting,Consultant,4,16,1,0,0,3,29,3,Transformation Digitale,Occasionnel,0,0,2,1,2,4,1,3,3,Non,19.0,682,0.062,0.0,0.0,251.29,2135.99,2.5,1,2,0,0,1,0
29,M,5056,Marié(e),Consulting,Tech Lead,1,10,10,7,1,2,8,1,Transformation Digitale,Occasionnel,1,2,2,2,2,4,3,2,3,Oui,15.0,659,1.0,0.7,0.1,459.64,2527.99,2.75,2,1,0,0,0,0
38,M,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,7,7,6,1,2,1,3,Ressources Humaines,Occasionnel,5,0,3,4,1,3,4,4,3,Non,13.0,327,1.0,0.857,0.714,355.5,2843.97,3.5,3,-1,0,0,0,0
28,M,2703,Divorcé(e),Consulting,Assistant de Direction,1,3,3,1,1,2,6,3,Infra & Cloud,Frequent,0,2,3,2,1,3,4,3,3,Oui,14.000000000000002,332,1.0,0.333,0.0,675.75,2702.97,3.25,3,1,1,0,0,0
18,M,1904,Célibataire,Consulting,Consultant,1,0,0,0,0,0,8,1,Transformation Digitale,Aucun,0,0,3,3,1,3,4,3,3,Non,12.0,204,0.0,0.0,0.0,1904.0,1903.98,3.25,3,0,0,1,0,0
33,F,8224,Célibataire,Commercial,Cadre Commercial,0,6,5,2,0,3,9,4,Marketing,Occasionnel,0,3,1,3,2,1,1,3,3,Oui,17.0,1195,0.833,0.4,0.0,1174.86,4111.98,1.5,1,0,0,0,0,0
41,M,4766,Marié(e),Consulting,Consultant,3,6,1,0,1,4,12,4,Infra & Cloud,Occasionnel,0,0,2,3,1,4,1,3,3,Oui,11.0,472,0.167,0.0,0.0,680.86,4765.95,2.5,1,0,1,0,0,0
31,M,2610,Marié(e),Consulting,Consultant,1,2,2,2,1,5,15,3,Transformation Digitale,Frequent,2,2,3,3,1,3,3,2,3,Non,12.0,280,1.0,1.0,1.0,870.0,2609.97,2.75,2,0,0,0,1,0
37,F,5731,Divorcé(e),Consulting,Manager,7,9,6,2,2,2,25,2,Transformation Digitale,Occasionnel,1,3,3,2,2,4,3,3,3,Non,13.0,659,0.667,0.333,0.167,573.1,2865.49,3.25,3,1,0,0,1,1
27,M,2539,Marié(e),Consulting,Assistant de Direction,1,4,4,2,1,0,6,3,Infra & Cloud,Occasionnel,2,2,4,2,1,3,3,3,3,Non,13.0,292,1.0,0.5,0.5,507.8,2538.97,3.25,3,1,0,0,0,0
34,F,5714,Marié(e),Commercial,Cadre Commercial,1,6,6,5,0,3,9,1,Infra & Cloud,Occasionnel,1,3,2,3,2,3,1,2,4,Non,20.0,952,1.0,0.833,0.167,816.29,2856.99,2.0,1,1,0,0,0,0
